fir_id,person_a,person_b,crime_type,date,location,case_status
F028303,P02230,P06325,Illegal Financing,2025-12-13,Surat,Open
F028304,P04183,P00115,Money Laundering,2025-07-30,Indore,Open
F028305,P07324,P01594,Financial Fraud,2025-12-23,Rajkot,Open
F028306,P05011,P01719,Illegal Financing,2025-09-05,Delhi,Open
F028307,P02460,P05067,Money Laundering,2025-01-07,Jaipur,Closed
F028308,P08423,P07557,Financial Fraud,2025-01-31,Delhi,Open
F028309,P01643,P09529,Organized Fraud,2025-06-16,Mumbai,Open
F028310,P02973,P07675,Illegal Financing,2025-10-12,Surat,Under Investigation
F028311,P06149,P04267,Illegal Financing,2025-04-04,Jaipur,Open
F028312,P07455,P09586,Organized Fraud,2025-07-23,Hyderabad,Open
F028313,P06994,P02623,Cyber Fraud,2025-12-14,Ahmedabad,Under Investigation
F028314,P04651,P06440,Financial Fraud,2025-01-29,Surat,Open
F028315,P01180,P04376,Financial Fraud,2025-09-12,Delhi,Open
F028316,P05344,P01548,Extortion,2025-02-07,Vadodara,Open
F028317,P01608,P01255,Extortion,2025-06-12,Hyderabad,Under Investigation
F028318,P07775,P02297,Extortion,2025-11-27,Jaipur,Under Investigation
F028319,P00998,P01100,Extortion,2025-03-31,Surat,Open
F028320,P02898,P03711,Financial Fraud,2025-08-04,Kolkata,Closed
F028321,P09949,P01989,Money Laundering,2025-12-04,Jaipur,Closed
F028322,P09439,P08013,Cyber Fraud,2025-02-28,Delhi,Closed
F028323,P03292,P03535,Money Laundering,2025-11-12,Bengaluru,Under Investigation
F028324,P00477,P09731,Organized Fraud,2025-04-16,Bengaluru,Under Investigation
F028325,P00175,P09689,Cyber Fraud,2025-11-22,Kolkata,Under Investigation
F028326,P07307,P06323,Organized Fraud,2025-07-11,Mumbai,Under Investigation
F028327,P05936,P09918,Extortion,2025-03-08,Vadodara,Under Investigation
F028328,P02704,P05533,Financial Fraud,2025-04-10,Kolkata,Closed
F028329,P01992,P05563,Financial Fraud,2025-05-21,Surat,Open
F028330,P09583,P04416,Money Laundering,2025-01-27,Kolkata,Open
F028331,P02057,P08736,Illegal Financing,2025-04-13,Indore,Open
F028332,P01626,P05293,Money Laundering,2025-08-01,Rajkot,Under Investigation
F028333,P05070,P02505,Cyber Fraud,2025-08-19,Ahmedabad,Open
F028334,P07924,P04001,Illegal Financing,2025-05-17,Rajkot,Under Investigation
F028335,P07503,P09980,Money Laundering,2025-07-09,Pune,Open
F028336,P08691,P01635,Cyber Fraud,2025-06-21,Delhi,Under Investigation
F028337,P03641,P08923,Extortion,2025-05-11,Bengaluru,Under Investigation
F028338,P01482,P07989,Cyber Fraud,2025-08-03,Bengaluru,Under Investigation
F028339,P02913,P08101,Money Laundering,2025-07-10,Surat,Closed
F028340,P07290,P00517,Money Laundering,2025-04-27,Ahmedabad,Under Investigation
F028341,P03912,P00821,Illegal Financing,2025-05-22,Surat,Open
F028342,P08624,P09045,Extortion,2025-12-14,Ahmedabad,Open
F028343,P00601,P00094,Financial Fraud,2025-03-11,Mumbai,Under Investigation
F028344,P06500,P09486,Extortion,2025-12-28,Pune,Open
F028345,P03508,P04622,Illegal Financing,2025-07-29,Bengaluru,Under Investigation
F028346,P06123,P04257,Cyber Fraud,2025-09-19,Mumbai,Open
F028347,P02946,P02854,Cyber Fraud,2025-05-27,Bengaluru,Closed
F028348,P01220,P03776,Cyber Fraud,2025-07-21,Indore,Open
F028349,P08544,P09358,Extortion,2025-11-14,Surat,Closed
F028350,P03380,P07462,Extortion,2025-09-30,Delhi,Open
F028351,P00520,P02241,Illegal Financing,2025-06-02,Jaipur,Open
F028352,P00795,P08712,Extortion,2025-09-22,Rajkot,Under Investigation
F028353,P07610,P07531,Financial Fraud,2025-01-07,Rajkot,Open
F028354,P09785,P06895,Money Laundering,2025-12-20,Surat,Under Investigation
F028355,P08085,P07372,Financial Fraud,2025-12-07,Indore,Under Investigation
F028356,P04374,P07047,Extortion,2025-12-23,Jaipur,Open
F028357,P04984,P07385,Money Laundering,2025-06-21,Vadodara,Closed
F028358,P00103,P02721,Money Laundering,2025-05-01,Mumbai,Open
F028359,P05855,P06849,Extortion,2025-03-16,Ahmedabad,Under Investigation
F028360,P02372,P01334,Extortion,2025-11-21,Ahmedabad,Under Investigation
F028361,P02643,P05122,Financial Fraud,2025-12-08,Bengaluru,Under Investigation
F028362,P04777,P07463,Money Laundering,2025-10-13,Ahmedabad,Under Investigation
F028363,P09720,P05045,Illegal Financing,2025-03-20,Vadodara,Open
F028364,P06967,P00994,Money Laundering,2025-10-21,Rajkot,Closed
F028365,P01580,P03522,Extortion,2025-09-20,Pune,Open
F028366,P05400,P09720,Organized Fraud,2025-01-30,Delhi,Open
F028367,P01813,P07492,Money Laundering,2025-09-05,Surat,Open
F028368,P08824,P02639,Extortion,2025-11-30,Surat,Under Investigation
F028369,P09601,P09959,Financial Fraud,2025-07-13,Ahmedabad,Open
F028370,P00215,P02475,Illegal Financing,2025-10-10,Mumbai,Open
F028371,P08666,P07613,Money Laundering,2025-11-02,Kolkata,Under Investigation
F028372,P02601,P01225,Illegal Financing,2025-06-30,Hyderabad,Open
F028373,P06152,P04168,Financial Fraud,2025-07-27,Hyderabad,Open
F028374,P00478,P01250,Illegal Financing,2025-02-28,Mumbai,Open
F028375,P09335,P08204,Money Laundering,2025-02-09,Mumbai,Open
F028376,P09861,P01613,Money Laundering,2025-04-22,Surat,Open
F028377,P02072,P02842,Money Laundering,2025-07-27,Pune,Open
F028378,P05637,P09897,Cyber Fraud,2025-12-26,Ahmedabad,Open
F028379,P04717,P09475,Money Laundering,2025-11-08,Bengaluru,Open
F028380,P07169,P06142,Organized Fraud,2025-10-14,Hyderabad,Under Investigation
F028381,P09129,P00711,Money Laundering,2025-03-30,Hyderabad,Under Investigation
F028382,P05574,P07957,Organized Fraud,2025-12-10,Surat,Under Investigation
F028383,P08943,P09880,Extortion,2025-05-30,Kolkata,Open
F028384,P04287,P03931,Money Laundering,2025-08-24,Kolkata,Open
F028385,P00881,P02338,Organized Fraud,2025-12-25,Hyderabad,Under Investigation
F028386,P02767,P09255,Extortion,2025-09-19,Ahmedabad,Under Investigation
F028387,P08889,P04194,Organized Fraud,2025-12-29,Vadodara,Open
F028388,P03024,P01013,Cyber Fraud,2025-06-24,Indore,Closed
F028389,P02301,P05766,Financial Fraud,2025-03-30,Kolkata,Open
F028390,P08104,P09094,Extortion,2025-04-10,Mumbai,Closed
F028391,P05344,P05832,Financial Fraud,2025-12-29,Ahmedabad,Open
F028392,P02300,P09483,Financial Fraud,2025-03-03,Bengaluru,Closed
F028393,P09953,P09907,Illegal Financing,2025-10-19,Mumbai,Open
F028394,P06951,P08698,Cyber Fraud,2025-02-19,Jaipur,Open
F028395,P02259,P06162,Organized Fraud,2025-04-30,Jaipur,Open
F028396,P08712,P08400,Organized Fraud,2025-06-07,Indore,Open
F028397,P05577,P04308,Extortion,2025-05-19,Delhi,Open
F028398,P04045,P07457,Illegal Financing,2025-02-16,Kolkata,Open
F028399,P01897,P00423,Organized Fraud,2025-09-20,Bengaluru,Under Investigation
F028400,P08312,P02028,Financial Fraud,2025-03-11,Kolkata,Open
F028401,P03315,P06503,Illegal Financing,2025-05-01,Mumbai,Closed
F028402,P02001,P02859,Organized Fraud,2025-04-24,Jaipur,Closed
F028403,P07563,P01879,Financial Fraud,2025-04-15,Vadodara,Under Investigation
F028404,P08197,P04787,Financial Fraud,2025-03-08,Delhi,Closed
F028405,P01126,P04565,Illegal Financing,2025-08-13,Indore,Open
F028406,P01782,P01104,Extortion,2025-01-06,Delhi,Under Investigation
F028407,P06052,P01469,Cyber Fraud,2025-02-27,Mumbai,Open
F028408,P09083,P09350,Organized Fraud,2025-02-13,Jaipur,Closed
F028409,P06896,P09405,Cyber Fraud,2025-05-15,Ahmedabad,Under Investigation
F028410,P00912,P03239,Organized Fraud,2025-04-24,Bengaluru,Open
F028411,P04134,P07121,Financial Fraud,2025-07-12,Kolkata,Under Investigation
F028412,P04890,P03739,Money Laundering,2025-09-25,Bengaluru,Open
F028413,P06250,P04680,Illegal Financing,2025-02-25,Ahmedabad,Open
F028414,P01374,P02222,Organized Fraud,2025-04-25,Mumbai,Under Investigation
F028415,P04706,P09565,Organized Fraud,2025-07-23,Vadodara,Closed
F028416,P05322,P00435,Organized Fraud,2025-09-30,Kolkata,Under Investigation
F028417,P02921,P05042,Organized Fraud,2025-11-08,Bengaluru,Open
F028418,P09105,P08169,Extortion,2025-06-25,Indore,Under Investigation
F028419,P08800,P08664,Cyber Fraud,2025-07-20,Surat,Open
F028420,P03819,P06078,Organized Fraud,2025-02-21,Indore,Under Investigation
F028421,P09292,P06013,Money Laundering,2025-11-14,Kolkata,Under Investigation
F028422,P04056,P04308,Money Laundering,2025-02-01,Delhi,Open
F028423,P09768,P04308,Financial Fraud,2025-01-31,Pune,Closed
F028424,P08584,P06672,Extortion,2025-05-09,Kolkata,Open
F028425,P04331,P02081,Financial Fraud,2025-04-26,Delhi,Under Investigation
F028426,P02399,P06352,Illegal Financing,2025-02-11,Rajkot,Under Investigation
F028427,P09387,P06802,Cyber Fraud,2025-01-14,Jaipur,Under Investigation
F028428,P01776,P07242,Cyber Fraud,2025-01-01,Mumbai,Under Investigation
F028429,P08382,P09374,Cyber Fraud,2025-05-30,Delhi,Open
F028430,P06826,P00373,Cyber Fraud,2025-05-27,Rajkot,Under Investigation
F028431,P00522,P05052,Money Laundering,2025-10-16,Bengaluru,Under Investigation
F028432,P01887,P02815,Extortion,2025-06-28,Jaipur,Open
F028433,P07718,P06312,Extortion,2025-02-03,Vadodara,Open
F028434,P09197,P02119,Cyber Fraud,2025-12-21,Pune,Under Investigation
F028435,P01007,P00843,Illegal Financing,2025-09-15,Pune,Open
F028436,P04141,P06402,Cyber Fraud,2025-11-09,Surat,Under Investigation
F028437,P04038,P09183,Extortion,2025-03-30,Jaipur,Open
F028438,P03886,P07014,Illegal Financing,2025-12-14,Jaipur,Under Investigation
F028439,P04683,P08029,Money Laundering,2025-11-15,Ahmedabad,Closed
F028440,P07072,P03397,Organized Fraud,2025-09-01,Ahmedabad,Closed
F028441,P02065,P03206,Organized Fraud,2025-08-02,Pune,Under Investigation
F028442,P03119,P02632,Illegal Financing,2025-09-29,Rajkot,Open
F028443,P04993,P03086,Organized Fraud,2025-07-07,Vadodara,Under Investigation
F028444,P02872,P09879,Cyber Fraud,2025-03-24,Surat,Under Investigation
F028445,P00302,P02639,Financial Fraud,2025-10-24,Kolkata,Open
F028446,P08351,P08906,Money Laundering,2025-11-27,Hyderabad,Under Investigation
F028447,P03858,P03271,Financial Fraud,2025-12-26,Delhi,Closed
F028448,P07964,P04396,Illegal Financing,2025-03-14,Hyderabad,Under Investigation
F028449,P05403,P04230,Extortion,2025-11-04,Rajkot,Open
F028450,P03595,P07869,Money Laundering,2025-10-04,Delhi,Under Investigation
F028451,P04535,P08207,Extortion,2025-08-05,Surat,Open
F028452,P04120,P08838,Cyber Fraud,2025-06-20,Pune,Open
F028453,P01655,P09243,Extortion,2025-11-04,Ahmedabad,Open
F028454,P08649,P02134,Financial Fraud,2025-10-23,Kolkata,Under Investigation
F028455,P03372,P02772,Money Laundering,2025-08-06,Hyderabad,Under Investigation
F028456,P09173,P03035,Illegal Financing,2025-11-02,Ahmedabad,Open
F028457,P09219,P09181,Extortion,2025-03-16,Hyderabad,Closed
F028458,P02462,P02825,Money Laundering,2025-04-13,Bengaluru,Under Investigation
F028459,P03463,P00227,Illegal Financing,2025-04-30,Bengaluru,Closed
F028460,P00337,P00703,Financial Fraud,2025-08-12,Surat,Open
F028461,P01540,P00817,Illegal Financing,2025-08-18,Kolkata,Under Investigation
F028462,P09457,P01598,Extortion,2025-01-23,Ahmedabad,Under Investigation
F028463,P03459,P04707,Illegal Financing,2025-09-26,Vadodara,Under Investigation
F028464,P03240,P09581,Organized Fraud,2025-02-20,Ahmedabad,Open
F028465,P07412,P03057,Illegal Financing,2025-09-26,Mumbai,Open
F028466,P09621,P02759,Extortion,2025-04-10,Surat,Under Investigation
F028467,P03929,P04243,Organized Fraud,2025-12-01,Kolkata,Open
F028468,P01417,P02408,Organized Fraud,2025-12-08,Kolkata,Under Investigation
F028469,P00245,P05388,Money Laundering,2025-03-24,Rajkot,Open
F028470,P08457,P06306,Cyber Fraud,2025-10-29,Ahmedabad,Open
F028471,P09225,P00175,Organized Fraud,2025-08-22,Ahmedabad,Open
F028472,P08013,P00409,Cyber Fraud,2025-07-20,Kolkata,Open
F028473,P09892,P06938,Organized Fraud,2025-09-18,Indore,Open
F028474,P04638,P04680,Money Laundering,2025-09-28,Pune,Under Investigation
F028475,P02939,P06913,Extortion,2025-10-18,Surat,Closed
F028476,P02520,P03063,Financial Fraud,2025-09-27,Delhi,Open
F028477,P08126,P02373,Extortion,2025-10-16,Bengaluru,Under Investigation
F028478,P03126,P07666,Organized Fraud,2025-01-03,Hyderabad,Under Investigation
F028479,P01030,P05186,Financial Fraud,2025-10-01,Ahmedabad,Open
F028480,P00565,P05183,Extortion,2025-12-09,Bengaluru,Open
F028481,P00670,P00999,Organized Fraud,2025-09-17,Surat,Under Investigation
F028482,P03521,P01075,Money Laundering,2025-06-09,Kolkata,Open
F028483,P09045,P03689,Money Laundering,2025-10-17,Surat,Under Investigation
F028484,P09694,P00752,Cyber Fraud,2025-07-05,Kolkata,Under Investigation
F028485,P01289,P07881,Cyber Fraud,2025-01-12,Rajkot,Under Investigation
F028486,P07596,P00882,Financial Fraud,2025-08-27,Surat,Under Investigation
F028487,P01237,P00401,Illegal Financing,2025-08-12,Rajkot,Under Investigation
F028488,P00915,P02539,Money Laundering,2025-08-23,Surat,Open
F028489,P00735,P06284,Organized Fraud,2025-12-04,Surat,Under Investigation
F028490,P00011,P04266,Organized Fraud,2025-01-18,Indore,Under Investigation
F028491,P07400,P03577,Cyber Fraud,2025-04-14,Delhi,Under Investigation
F028492,P09735,P07460,Cyber Fraud,2025-06-27,Delhi,Under Investigation
F028493,P09178,P02312,Illegal Financing,2025-04-10,Mumbai,Under Investigation
F028494,P05940,P06342,Extortion,2025-09-13,Rajkot,Closed
F028495,P08004,P08975,Cyber Fraud,2025-01-26,Pune,Closed
F028496,P05150,P03361,Organized Fraud,2025-05-07,Mumbai,Open
F028497,P02082,P05894,Cyber Fraud,2025-02-15,Indore,Under Investigation
F028498,P03433,P00740,Cyber Fraud,2025-12-30,Pune,Under Investigation
F028499,P03922,P07426,Organized Fraud,2025-08-04,Surat,Under Investigation
F028500,P03650,P08863,Illegal Financing,2025-12-28,Mumbai,Under Investigation
F028501,P07598,P00252,Organized Fraud,2025-03-11,Surat,Under Investigation
F028502,P07371,P06369,Illegal Financing,2025-08-25,Ahmedabad,Open
F028503,P04910,P07000,Organized Fraud,2025-12-07,Kolkata,Under Investigation
F028504,P03422,P05389,Organized Fraud,2025-12-27,Vadodara,Open
F028505,P09506,P00537,Money Laundering,2025-05-23,Rajkot,Under Investigation
F028506,P01463,P09902,Organized Fraud,2025-03-08,Indore,Under Investigation
F028507,P06949,P02313,Organized Fraud,2025-01-12,Surat,Closed
F028508,P08457,P04073,Organized Fraud,2025-09-28,Surat,Under Investigation
F028509,P00121,P09482,Illegal Financing,2025-07-04,Bengaluru,Open
F028510,P04488,P05602,Organized Fraud,2025-05-06,Surat,Closed
F028511,P02224,P07826,Extortion,2025-09-18,Indore,Under Investigation
F028512,P08981,P00444,Cyber Fraud,2025-02-16,Mumbai,Open
F028513,P08036,P01792,Cyber Fraud,2025-10-06,Mumbai,Under Investigation
F028514,P00060,P05039,Extortion,2025-09-17,Mumbai,Open
F028515,P05143,P07606,Extortion,2025-11-22,Surat,Open
F028516,P00118,P04833,Money Laundering,2025-04-22,Surat,Open
F028517,P06996,P08760,Financial Fraud,2025-04-11,Indore,Open
F028518,P00532,P04939,Money Laundering,2025-06-10,Ahmedabad,Under Investigation
F028519,P07656,P00581,Cyber Fraud,2025-03-08,Pune,Under Investigation
F028520,P04437,P06886,Illegal Financing,2025-05-02,Indore,Closed
F028521,P04054,P00441,Money Laundering,2025-10-18,Bengaluru,Under Investigation
F028522,P05149,P06966,Financial Fraud,2025-06-22,Vadodara,Under Investigation
F028523,P03605,P00627,Financial Fraud,2025-10-15,Jaipur,Under Investigation
F028524,P07836,P05159,Money Laundering,2025-06-05,Kolkata,Under Investigation
F028525,P08657,P03068,Financial Fraud,2025-09-22,Hyderabad,Under Investigation
F028526,P01147,P05051,Organized Fraud,2025-01-25,Bengaluru,Open
F028527,P07834,P03153,Money Laundering,2025-06-14,Hyderabad,Open
F028528,P09348,P05991,Cyber Fraud,2025-05-07,Indore,Under Investigation
F028529,P06617,P08039,Money Laundering,2025-04-28,Vadodara,Under Investigation
F028530,P08929,P00479,Money Laundering,2025-02-12,Bengaluru,Under Investigation
F028531,P07153,P06851,Money Laundering,2025-11-07,Bengaluru,Closed
F028532,P01572,P04022,Financial Fraud,2025-01-31,Indore,Open
F028533,P04922,P09611,Organized Fraud,2025-01-03,Vadodara,Under Investigation
F028534,P03837,P00055,Money Laundering,2025-05-10,Pune,Closed
F028535,P07818,P03821,Money Laundering,2025-12-27,Pune,Open
F028536,P07562,P02406,Money Laundering,2025-08-23,Kolkata,Open
F028537,P05353,P01029,Illegal Financing,2025-08-30,Hyderabad,Under Investigation
F028538,P03613,P01965,Illegal Financing,2025-12-21,Surat,Open
F028539,P02584,P02464,Money Laundering,2025-06-08,Mumbai,Open
F028540,P04872,P09135,Illegal Financing,2025-10-03,Pune,Open
F028541,P08869,P00294,Illegal Financing,2025-05-15,Rajkot,Open
F028542,P03463,P05508,Extortion,2025-04-24,Mumbai,Open
F028543,P01910,P05912,Illegal Financing,2025-01-16,Delhi,Open
F028544,P07654,P03947,Extortion,2025-08-10,Hyderabad,Closed
F028545,P02322,P09080,Cyber Fraud,2025-04-08,Vadodara,Under Investigation
F028546,P08382,P01147,Money Laundering,2025-04-02,Bengaluru,Open
F028547,P09852,P02385,Financial Fraud,2025-09-16,Jaipur,Under Investigation
F028548,P00942,P01048,Illegal Financing,2025-02-01,Kolkata,Under Investigation
F028549,P09017,P02538,Financial Fraud,2025-07-05,Jaipur,Under Investigation
F028550,P03670,P03671,Extortion,2025-03-13,Mumbai,Open
F028551,P09995,P00373,Illegal Financing,2025-11-13,Pune,Open
F028552,P08438,P01848,Organized Fraud,2025-05-13,Mumbai,Closed
F028553,P04283,P09515,Extortion,2025-10-25,Indore,Under Investigation
F028554,P00210,P03053,Financial Fraud,2025-01-06,Bengaluru,Closed
F028555,P06391,P02140,Extortion,2025-06-21,Kolkata,Open
F028556,P01138,P06608,Financial Fraud,2025-01-26,Hyderabad,Open
F028557,P06097,P09968,Financial Fraud,2025-01-31,Hyderabad,Under Investigation
F028558,P03508,P04028,Financial Fraud,2025-01-10,Kolkata,Open
F028559,P03879,P03201,Organized Fraud,2025-04-03,Indore,Under Investigation
F028560,P00409,P07676,Money Laundering,2025-09-22,Vadodara,Under Investigation
F028561,P08757,P06657,Organized Fraud,2025-05-03,Ahmedabad,Under Investigation
F028562,P02434,P02226,Organized Fraud,2025-05-26,Surat,Open
F028563,P08646,P08700,Financial Fraud,2025-02-27,Vadodara,Open
F028564,P02917,P03684,Cyber Fraud,2025-06-07,Kolkata,Under Investigation
F028565,P08354,P07203,Extortion,2025-05-18,Surat,Open
F028566,P05751,P00654,Organized Fraud,2025-07-30,Indore,Open
F028567,P01782,P05237,Illegal Financing,2025-10-01,Vadodara,Open
F028568,P09611,P02840,Extortion,2025-11-11,Vadodara,Open
F028569,P05123,P09040,Money Laundering,2025-06-28,Jaipur,Open
F028570,P09813,P03912,Cyber Fraud,2025-02-20,Bengaluru,Closed
F028571,P05189,P01002,Money Laundering,2025-05-05,Kolkata,Open
F028572,P09284,P05985,Cyber Fraud,2025-04-25,Jaipur,Under Investigation
F028573,P06797,P03001,Money Laundering,2025-10-09,Kolkata,Open
F028574,P07461,P01942,Organized Fraud,2025-05-13,Bengaluru,Under Investigation
F028575,P00082,P07974,Money Laundering,2025-08-16,Delhi,Open
F028576,P01314,P08868,Extortion,2025-08-24,Delhi,Open
F028577,P07628,P03170,Cyber Fraud,2025-07-18,Hyderabad,Under Investigation
F028578,P06571,P03722,Extortion,2025-09-28,Jaipur,Open
F028579,P04261,P00090,Cyber Fraud,2025-07-07,Ahmedabad,Open
F028580,P02581,P09534,Cyber Fraud,2025-06-27,Mumbai,Open
F028581,P02409,P03832,Cyber Fraud,2025-02-09,Bengaluru,Open
F028582,P04729,P06079,Financial Fraud,2025-01-12,Mumbai,Under Investigation
F028583,P05211,P08221,Financial Fraud,2025-10-15,Ahmedabad,Open
F028584,P06402,P02512,Financial Fraud,2025-11-22,Jaipur,Under Investigation
F028585,P02340,P00675,Cyber Fraud,2025-01-11,Delhi,Closed
F028586,P06713,P06323,Money Laundering,2025-02-20,Rajkot,Open
F028587,P03475,P07322,Organized Fraud,2025-02-16,Indore,Closed
F028588,P06836,P00591,Illegal Financing,2025-09-22,Surat,Open
F028589,P06091,P08365,Money Laundering,2025-05-03,Vadodara,Under Investigation
F028590,P05441,P03163,Illegal Financing,2025-09-24,Ahmedabad,Open
F028591,P08378,P01348,Extortion,2025-03-15,Hyderabad,Open
F028592,P03356,P01326,Extortion,2025-06-05,Bengaluru,Closed
F028593,P08672,P02133,Illegal Financing,2025-12-18,Rajkot,Under Investigation
F028594,P00103,P01163,Money Laundering,2025-12-01,Delhi,Open
F028595,P03891,P05615,Money Laundering,2025-03-19,Bengaluru,Under Investigation
F028596,P07666,P07993,Financial Fraud,2025-08-26,Hyderabad,Closed
F028597,P07509,P04586,Money Laundering,2025-03-02,Ahmedabad,Open
F028598,P08231,P02983,Illegal Financing,2025-11-12,Delhi,Open
